0|34.236.42.20|ANY|\N|\N|\N|0|Asterisk
0|34.228.207.87|ANY|\N|\N|\N|0|Asterisk
0|34.226.187.61|ANY|\N|\N|\N|0|Kamailio
0|172.21.1.108|ANY|\N|\N|\N|0|Kamailio
0|172.21.1.97|ANY|\N|\N|\N|0|Aterisk
0|172.21.1.124|ANY|\N|\N|\N|0|Asterisk
0|8.34.145.6|ANY|\N|\N|\N|0|Convo
0|8.39.223.8|ANY|\N|\N|\N|0|Convo
0|8.39.223.12|ANY|\N|\N|\N|0|Convo
0|66.220.26.22|ANY|\N|\N|\N|0|Convo
0|174.137.37.40|ANY|\N|\N|\N|0|Purple
0|174.137.37.58|ANY|\N|\N|\N|0|Purple
0|208.95.32.104|ANY|\N|\N|\N|0|ZVRS
0|208.94.16.104|ANY|\N|\N|\N|0|ZVRS
0|74.119.12.104|ANY|\N|\N|\N|0|ZVRS
0|74.119.14.104|ANY|\N|\N|\N|0|ZVRS
0|208.95.32.87|ANY|\N|\N|\N|0|ZVRS
0|208.95.32.21|ANY|\N|\N|\N|0|ZVRS
0|209.169.226.52|ANY|\N|\N|\N|0|Sorenson
0|209.169.226.162|ANY|\N|\N|\N|0|Sorenson
0|209.169.230.21|ANY|\N|\N|\N|0|Sorenson
0|209.169.230.22|ANY|\N|\N|\N|0|Sorenson
0|209.169.230.25|ANY|\N|\N|\N|0|Sorenson
0|209.169.230.32|ANY|\N|\N|\N|0|Sorenson
0|209.169.230.35|ANY|\N|\N|\N|0|Sorenson
0|209.169.230.83|ANY|\N|\N|\N|0|Sorenson
0|209.169.230.92|ANY|\N|\N|\N|0|Sorenson
0|209.169.233.42|ANY|\N|\N|\N|0|Sorenson
0|209.169.233.45|ANY|\N|\N|\N|0|Sorenson
0|209.169.233.52|ANY|\N|\N|\N|0|Sorenson
0|209.169.233.55|ANY|\N|\N|\N|0|Sorenson
0|209.169.233.83|ANY|\N|\N|\N|0|Sorenson
0|209.169.233.92|ANY|\N|\N|\N|0|Sorenson
0|209.169.233.103|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.22|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.25|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.32|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.35|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.42|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.45|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.52|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.55|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.83|ANY|\N|\N|\N|0|Sorenson
0|209.169.236.92|ANY|\N|\N|\N|0|Sorenson
0|172.21.1.97|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.124|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.124|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.124|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.124|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.124|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.77|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.77|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.77|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.77|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.77|ANY|\N|\N|\N|0|Asterisk
0|172.21.1.77|ANY|\N|\N|\N|0|Asterisk
